Hospital,Patient Count,Total Billing
Dunn-Wall,1,19310.261817967694
"Johnston, Hensley Jones and",1,37905.30958376945
"Fitzgerald Parrish Harris, and",1,32427.47248753531
Sons and Gates,1,21979.292758513686
"Daniels Serrano, Smith and",1,16424.0726004551
"and Burke Wright, Kennedy",1,5309.359757421761
"and Shepard Ramos, Saunders",1,36680.22642447545
Baker-Sanchez,1,44066.60066530727
Abbott-Coleman,1,19751.9994965723
"and Olson Edwards Davis,",1,20084.228678325097
Rogers-Lynn,1,18307.03508465027
Inc Shelton,1,22262.175125329486
LLC Jennings,1,17529.560007927692
Stone-Warren,1,11025.224943422572
Fitzgerald-Morris,1,14460.680116426893
"and Pierce Drake, Hoffman",1,19726.408548761137
"Cobb, Osborne Hatfield and",1,46607.38139619349
"and Reed Davis, Rodriguez",1,42634.01032514343
and Wolf Sons,1,23292.630632644396
"and White Wilson Morse,",1,17641.12407551882
"Pena Moore and Colon,",1,28199.235003776324
"Peterson, Barnes and Gordon",1,24358.782551540207
"Bradshaw Clark, Riley and",1,7130.320949755439
"Leonard Hanson Mcdonald, and",1,12118.122017473363
"Fowler, Taylor and Hamilton",1,7164.286405452098
"Green, Boyle Martinez and",1,35337.45085518782
"Whitney and Duncan, Saunders",1,30676.550194098407
Boyd-Forbes,1,35543.87987433276
Sullivan PLC,1,5411.871613606666
"Dixon, Harris Snow and",1,25782.263102535257
"Norton and Cantu Summers,",1,44756.79061475709
Stewart-Joyce,1,23895.292602774418
"Blair and Nelson, Stephens",1,4546.701032923942
Jenkins-Allen,1,28139.255665619294
Sons Brooks and,1,21419.3585951229
Forbes-Martinez,1,16895.680124730075
"Williams and Mccarthy, Garcia",1,14524.258409665714
Nguyen-Hunt,1,25048.045228660652
"Howe and Duncan, Green",1,49530.06766044764
"and Davis Powell, Rodriguez",1,28966.541256878292
Moody-Wilson,1,48924.34135380505
"Cunningham, Chung and Green",1,39969.67274203636
Carroll Inc,1,27645.466372935367
"and Davis Miller, Hartman",1,47268.82125145117
"Young, and Miranda White",1,43969.845741005774
"and Mcclure White Boone,",1,21784.44507072369
"Rivas, Mcconnell Hill and",1,34719.17385017646
Murphy Group,2,56152.03394562579
"Johnson David Carpenter, and",1,5407.728754517549
"and Reynolds Moore Martin,",1,32363.644181923733
Cunningham Group,1,33449.559001325666
Rivera-Norton,1,10757.122920715588
Patel-Hanna,1,40623.262035928725
"Taylor, Ross and Jones",1,21622.88271746064
Andrews PLC,1,21768.337386425428
Hull-Murphy,1,49723.61069486382
"Franklin Gentry and Kennedy,",1,43279.727770244535
"and Marshall Harris Marks,",1,34840.935171925295
Davis-Lee,1,8572.069355792377
"Smith, Roberts and Morris",1,20484.084613781415
Woods Ltd,2,72077.38007126808
"Cochran Whitney, and Novak",1,41808.53281885866
"Bullock and Peck Morris,",1,24954.09505334066
Bender-Yang,1,18794.330880412403
Nichols-Williams,1,29999.388140563176
Williams-Wilson,3,85255.35635228976
Inc Cruz,2,52843.44295066462
Thornton-Pierce,1,43327.13267264539
"Edwards, Robinson and West",1,42039.86679560414
Mahoney-Cooper,1,15522.63741263111
Peters Group,1,13761.518206463452
LLC Joseph,1,33800.49716008106
"and Edwards, Hancock Owens",1,25984.668456295254
LLC Rivera,3,65447.394380644655
Nelson-Reid,1,24031.32620536427
Bowman-Weaver,1,28559.45770859996
Schneider-Medina,1,46862.316239791646
Decker Ltd,2,25272.412693136754
Hart-Patel,1,20488.505392354582
Sons Callahan and,1,30612.988246246703
"and Ramirez Johnson, Day",1,44182.888402312965
Mays-Thomas,1,33563.507974806555
Reed-Maddox,1,27129.728484526044
Roberts-Whitehead,1,20353.910734125322
"and Ferguson Wilson, Martinez",1,7885.1242617329335
West-Newton,1,40879.03739995359
"Kim, and Rodriguez Page",1,44167.696325969046
LLC Shaw,3,31117.237510841074
"Hartman Johnson Smith, and",1,41157.046859996844
Scott-Thompson,1,5705.100078246822
Rose PLC,1,18971.919090887925
"King Manning, and Padilla",1,28593.69939248632
Garcia-Faulkner,1,8490.069752804608
Thomas-Myers,1,49625.03778561086
"Prince, Johnson Brown and",1,23662.132216617705
Kaiser-Mejia,1,6581.1221697066385
"Cline, and Brewer Smith",1,22278.33287772622
"Mcfarland, and Simon Bailey",1,13658.790069337685
Keller Ltd,1,23563.999511736612
"Fields and West Brown,",1,28927.27166672303
Wilson Inc,5,103166.6567225788
Johnson-Crawford,1,20781.394009304724
Stone-Lopez,1,43899.374800509424
"and Wilson, Stevens Grant",1,8496.054219553334
Jones-Miller,1,38841.578560432165
"Richardson and Miller, Clark",1,33945.49963225949
"Alexander Martinez, Love and",1,47267.18132984891
Ross Ltd,1,36374.91055713428
"Patel, Reynolds and James",1,22062.510646671664
Moody-Carter,1,14087.313577087742
Mccall Inc,1,18547.42664089116
"Floyd, and Warren Strong",1,12569.764305308327
LLC Houston,1,45729.38764700766
"Mclean and Lowe Barnes,",1,10132.192031460652
Carter-Richard,1,41208.30178656974
"Graham and Wheeler, Holt",1,7312.556371751269
"Leblanc Anderson and White,",1,48241.113115749904
Gates-Hill,1,18960.74379669415
"Lee Burns, and Mckinney",1,13091.904007445237
"Preston, Miranda and Anderson",1,7168.8739374165425
Bailey-Tucker,1,2322.558781243556
Sons and Vargas,2,30986.500647147983
Sparks-Wu,1,16385.80635800203
Hatfield-Cooper,1,25532.572419039167
Harper-Hampton,1,47541.5161772096
Perez-Contreras,1,25525.993308094923
"Greene and Sawyer, Hayes",1,19806.015412091023
Carter-Holmes,1,36931.83146659506
"Evans Stewart Green, and",1,22342.26826632089
Clark-King,1,27733.961712908425
Reed-Jefferson,1,39101.65956958997
Kelley-Rodriguez,1,935.5069929942036
Warner-Kent,1,18660.78584408473
"Mckee and Valencia Morris,",1,7202.16182774989
Group Holmes,1,21644.520255204767
"Smith Robertson, Dixon and",1,40557.930038054656
Wong-Sullivan,1,25356.476356582705
"Smith Baxter, Ayala and",1,551.7021900574905
"Burns Mckay and Lawson,",1,45856.728955882296
"Peters Robinson Thomas, and",1,13266.309678140062
"Hoffman Lopez, and Sullivan",1,46633.09997202001
"Zuniga Pham, Morse and",1,22186.49308787266
"Meyer Pierce, and Lindsey",1,38037.988279957266
Osborn-Newman,1,39155.16574188615
Hensley-Hernandez,1,9859.828359309855
Harris-Campbell,1,46700.31955837
Myers-Whitney,1,47020.30521830801
"and Garcia Morris Cunningham,",1,48290.69340736419
Ltd Hernandez,8,242881.35525604503
Johnson-Wilson,1,35419.512965816204
Ramirez-Taylor,2,83917.24480962564
"Russell and Randolph, Lawrence",1,2641.016179448146
Group Hudson,3,103243.11763118401
Melton Ltd,1,22549.379635232952
Smith-Smith,2,43802.081100748066
"Jenkins, Jenkins and Patterson",1,44693.69113840874
"Mcguire and Wheeler, Morris",1,49032.0342719359
Fischer-Powers,1,4754.2258796020715
"Hudson Harrison, Cooper and",1,32442.396307870316
Johnson-Stewart,1,19737.20011332953
Rodgers Inc,1,9988.199830438802
"Rice and Ochoa Parker,",1,6558.037908836682
Nguyen-Johnson,1,2626.5173962067406
"and Rice Wheeler, Jennings",1,24655.23208125536
Lewis-Thompson,2,85734.85678202924
"and Patterson, Lam Coleman",1,14194.189187725211
Miller-Rodriguez,2,33607.97726799946
"Jackson Stewart, Ramos and",1,33945.91467882805
Norris-Matthews,1,25711.69765993698
"Walker and Wells, Caldwell",1,30267.471801397205
and Elliott Sons,2,49478.82126983808
"Tran Ruiz Sexton, and",1,39646.020515453136
"Clark and Cuevas, Davis",1,36000.70234005796
Mcpherson-Gibbs,1,41369.786905723086
Mosley-Martin,1,48323.05331169051
"Waller and Walker, Martin",1,12914.287938299196
"Paul and Morrison Patel,",1,16891.37314448297
Warren Inc,2,28626.084248790736
Evans-Douglas,1,45070.047511656936
Luna Sons and,1,5540.29189115963
Griffin-Thomas,1,17464.083105916758
Sons and Conley,1,37394.489377877275
LLC Murphy,2,61105.741496026305
"Boyer Wright, and Diaz",1,42557.22136892346
Inc Sanford,1,18939.16468606723
"Butler, and Delgado Mcdonald",1,16510.628139667002
"Lopez, Mendoza and Garrett",1,42834.33232754344
Group Grant,3,131755.1569400722
"Davidson and Lane, Maldonado",1,39510.29124947822
Velazquez-Walsh,1,34814.395272193855
Wiley-Fitzgerald,1,43835.37929432385
"Vaughn Nelson, Gallagher and",1,13192.085997234992
and Harris Sons,2,86027.90404564061
Rangel-Phillips,1,31051.58850279124
"and Klein Thomas, Hatfield",1,20818.44415969955
Howell-Mcpherson,1,50324.41220602525
Rhodes-Serrano,1,49862.30960575742
Harris-Doyle,1,28133.678989335393
Allen-Baker,1,30679.1985959179
"and Stewart, Smith Atkinson",1,47831.176889768474
Mcguire-Ruiz,1,45243.43131466098
"and Williams, Young Reid",1,35984.703016168045
"and Butler Murray, Gonzales",1,23063.237394560823
"and Franklin Ramirez, Rodriguez",1,28472.021080608476
Mejia Inc,1,37893.94867042506
Wright-Kelly,1,38315.552465571294
"and Wilson Horton, Cortez",1,20847.5258084403
Carr-Romero,1,38053.73193778607
"Martinez, Reynolds Owens and",1,27111.552291799882
Valencia-Reed,1,25577.352853640823
Mcgee-Hernandez,1,29068.01269807125
George LLC,1,47683.97609658245
"and Lopez Phillips, Rodriguez",1,44005.76609067376
Sons and Williams,1,30926.643027964245
"Watson Rubio Knight, and",1,31875.375128623553
"and Lozano Carpenter, Erickson",1,20531.52618034453
LLC Arellano,1,21298.87381506803
Patterson Group,2,68325.40570687625
Leonard-Phillips,1,8096.089228947022
Galvan-Garcia,1,36594.16797520703
Zamora-Kane,1,6931.8808632582
"and Donaldson Weber Taylor,",1,24085.444097797626
"Lewis and Ruiz Floyd,",1,9104.729283519193
LLC York,2,51104.80962464791
"and Hoffman, Christian Hunt",1,3176.6558290680905
"and Zimmerman Carter Brooks,",1,9706.292484960331
"Briggs Jordan Vasquez, and",1,46012.37146081136
"and Fernandez, Vazquez Armstrong",1,46882.12190688697
Frederick Group,1,50372.01684130797
Stein LLC,1,37986.023055046375
PLC Andrews,2,66512.52219774495
and Sons Reid,2,87113.25751716399
"Castillo Fox, Reynolds and",1,34781.586561363125
Nguyen-Tate,1,29993.316312612056
"and Patrick Wright Munoz,",1,29889.09989213423
"Simon and Boyd, Figueroa",1,15459.430333395305
"and Anderson Middleton, King",1,9854.754203011105
Murray LLC,1,36215.653704781864
and Sons Gregory,1,32462.544303398765
Hudson PLC,1,10336.030649789927
LLC Fleming,1,22188.884765735576
Clark-Watts,1,20587.906524369322
"and Robinson Clay Ferguson,",1,33651.2888997213
LLC Mercado,1,27844.485045169888
"Perez Zimmerman, Cunningham and",1,35300.80561603591
"and Nelson, Graves Flowers",1,13459.659042265215
"and Green Patton, Johnson",1,21281.640320770202
"Sutton and Gordon Singleton,",1,10238.81869044162
"Dunlap, Hampton Underwood and",1,42225.729577658436
Snyder Inc,1,30779.9284298043
Clark-Brown,1,6104.589074088293
Melton-Casey,1,2991.552686524846
LLC Wilkins,1,37168.45227386529
"Martin Mcdonald, and Shah",1,43011.35670961311
"Brooks, Smith and Reed",1,33533.93166695764
Cook-Suarez,1,22998.60652895562
"Dawson and Huber, Miller",1,11996.744093631252
"and Sanders Price, Anderson",1,24010.12639031798
Cooper-Diaz,1,20911.110947577494
Robertson-Todd,1,16851.165575802206
Marshall Group,2,47987.67814245682
Mejia PLC,1,18350.7841370962
Edwards-Garcia,1,48473.12459873837
Knapp Inc,1,2522.2767306303926
Garcia-Parker,1,38850.77693095195
Green-Hendrix,1,47781.42142543923
Sanchez-Hahn,1,36305.32455877226
"and Fischer Bennett, White",1,10014.165045761974
"Wright Nelson and Scott,",1,10143.441317263254
Johnson-Wells,1,24704.372997364084
"Rhodes and Mccoy Cruz,",1,17439.668936376278
"Carter Hayes, and Jimenez",1,48902.23900104577
Hammond Ltd,1,23762.203579059587
"Baker Conrad and Andrews,",1,1133.5864760580619
Booth-Williams,1,3288.1258786564226
"Gonzalez and Marks, Lopez",1,34555.171664722366
Pacheco-Morris,1,40960.95747036518
Guerrero-Jordan,1,8042.612464024589
"and Weaver, Lee Baxter",1,37519.01518979323
Group Alexander,4,151530.01452771382
"and Franklin Moore Campbell,",1,10820.781601751798
Jones Group,9,278163.54252386495
Inc Green,3,51430.10148180739
Fletcher Group,1,44050.49871426282
Morton-Johnson,1,10505.41779448548
Li-Mcneil,1,17518.999089981266
and Sons Dawson,2,83270.16933520621
"David and Byrd Alexander,",1,6293.246050086517
Bell-Kelly,1,24313.962472688443
Cochran-Sutton,1,33115.81554988177
"Brown Martin, Bradford and",1,13584.913978398152
Thompson PLC,7,222688.0451046473
Washington-Carter,1,9951.63009929675
"Parker, and Knapp Johnson",1,34113.07838425183
Ramirez-Cruz,1,8558.02187366608
Tran-Mathis,1,43561.3819397539
"Acevedo, Jordan and Diaz",1,23316.686342287237
"Rodriguez, and Hernandez Villegas",1,29080.462190419086
PLC Landry,2,78760.440120771
Conley-Torres,1,21450.840812779934
"and Bradshaw Miller, Hood",1,7819.988031805626
Weber-Livingston,1,24493.683712702536
Wallace-Chan,1,44436.14698474525
Burns-Branch,1,13126.99943753752
Reilly and Sons,1,8923.62257670328
Smith-Collins,3,33180.12688279058
Walker-Garcia,1,52170.03685355641
Brown-Landry,1,44140.121660300494
"Franklin Franklin Riggs, and",1,33334.10209912652
"and Boone Palmer Horne,",1,32836.633118938575
Hanson Ltd,1,12148.520643675396
Ltd Davidson,3,58472.637062259324
Haley LLC,1,22360.27371956452
"Tate Pratt and Duncan,",1,5362.66561838559
Hunter-Ramirez,1,21242.76184594106
Hunt PLC,1,28499.27497493462
Ross-Anderson,1,31751.080382975848
Erickson-Johnson,1,45752.2051431535
"Barton, Phillips and Smith",1,34511.03838653232
Hayes-Lucas,1,7025.037811448905
"and White Harris, Aguilar",1,48936.49131189608
"and Case, Macdonald Houston",1,9585.76829528005
"and Cherry Pham Kramer,",1,28136.93698985016
"and Davis, Johnson Mcintosh",1,215.49980951894327
Friedman Ltd,1,26533.676421163527
PLC Hardy,1,16786.395233760595
"Cox, Donovan and Davidson",1,34214.40973302601
"Davis and Wilkins, Castillo",1,42839.29343096169
"Murphy, Walters and White",1,26918.22191801051
Cooper-Black,1,2858.7866002622945
House-Graham,1,5367.775924117621
Cox-Moran,1,2672.385576188221
"Lee, Flores Bullock and",1,30619.354963977556
Perez-Pennington,1,31190.253833882958
"Evans and Smith, Davis",1,37248.71068032376
"Davis Leonard, and Flores",1,49984.57196708648
Johnson-Chavez,2,47276.4916122802
"and Beard Carlson, Ortiz",1,5059.559208852766
Daniels-Powell,1,34202.72482860358
Williams-Ramos,1,18401.129978118217
"White Campbell, Mercado and",1,39615.653438851696
"Perez, Benjamin and Porter",1,29139.77370761379
Werner-Tanner,1,12602.348914487937
Kennedy-West,1,20112.51466093608
"Miller Hogan, and Wilson",1,37837.37593444429
"Wilson, Khan Rivas and",1,12928.066364496706
Harvey-Vaughn,1,24911.072791522158
Browning-Cruz,1,9808.801784195315
Stuart-Wallace,1,45641.09208437015
Thomas-Henson,1,37145.02618742196
Lamb-Allen,1,25776.538803011103
"Walker Valenzuela and Drake,",1,48254.415378127196
Mason-Schmitt,1,28282.303578531537
Barron Group,1,15827.903454640795
Mcintosh-Young,1,22227.45442638195
and Sons Peterson,1,23392.520183573848
Cantu Group,1,42314.908250049964
Beck-Ortega,1,17092.679264931656
Mclean-Ross,1,37352.70701871702
"and Rodriguez Long Jones,",1,44413.26099002628
"and Price Combs Horton,",1,38975.44758466016
Sons Berry and,1,20800.85869416621
Group Hurley,1,47367.22777144865
"Morales, Johnson Gillespie and",1,32032.851695414796
Gomez-Welch,1,15423.092307191573
"Moore Burke, and Smith",1,33577.076116113836
"Greer, and Welch Banks",1,39403.59788556744
"Fuentes Thornton Santiago, and",1,25052.430813927745
"Crawford Hanna, and Davis",1,16810.289312315654
Elliott-Reyes,1,49130.535146912654
Morales-Rodriguez,1,38967.47565239531
"and Nelson Taylor, Gordon",1,5354.195894845573
Murphy-Schultz,1,9966.248988627958
Williams-Leonard,1,32911.03135204061
Riddle-Mitchell,1,35345.45902001839
Dunn-Hernandez,1,44705.765460999886
"and Mora, Edwards Skinner",1,36911.822357745885
"Gonzalez, White and Peterson",1,31211.200512511714
"Henry Henderson, and Beasley",1,34268.8805364652
Melton Sons and,1,3967.276289004238
"and Schroeder, Hill Erickson",1,38538.521978964534
"Elliott and Vaughn, Taylor",1,5796.091454836501
"Serrano and Jackson, Dunn",1,15350.132899555823
Mata-Hurley,1,8950.554740249503
and Sons Delgado,1,33526.327309455985
Ramos-Hunt,1,45825.69496996781
Galvan-Ballard,1,23733.450401964386
"Rodriguez and Foster Richards,",1,14819.048594278622
Jones-Shea,1,46493.28793485694
Brennan-Meyer,1,13405.761599855337
Case-Leonard,1,15941.128077234669
"and Velasquez, Rodgers Leach",1,6189.662093499326
"and Morton, Thompson Wilson",1,24356.35673225462
"Mcintyre Finley, and Jones",1,30245.5110491449
Pruitt Ltd,1,10153.545159121735
Thomas-Nguyen,1,3797.2440429389885
Sharp-Lee,1,33541.81148186882
Gutierrez-Gonzalez,1,30056.47281502905
and Sons Lee,2,65949.4220522774
Soto-Boyle,1,16057.8201619831
Smith Ltd,19,430975.3561181486
Osborne-Hayes,1,25821.2648829931
Martin PLC,6,189801.43276734647
"Jones, and Moore Carter",1,30954.42218684419
"Pratt and Keller, Davis",1,32086.975820568143
"and Perez, Graham Herrera",1,700.5950762535957
Simpson and Sons,2,21755.499093604223
"Ruiz, Goodwin and Dominguez",1,44765.12031801176
"Lee Reid Santiago, and",1,2425.013613127396
"and Ward Foster, Wagner",1,6798.900136938093
Lawson-Williams,1,13366.94697018903
and Sons Wilkerson,1,40653.086130936346
"and Rodriguez Bell, Short",1,6846.318592516344
"and Holloway, Collins Marsh",1,7081.847343764762
Davis-Garcia,1,12389.47888918229
"and Perkins, Bell Carrillo",1,16083.539538590401
Mills Sons and,1,21626.603818569078
Inc Campbell,4,140093.54313929923
Morris-Calderon,1,24904.055218469028
White-Perry,1,30523.462694937756
Fernandez-Thompson,1,34791.673161599305
Ball-Brown,1,19499.202716375657
Hartman-Williams,1,14532.916087812237
"Green Jenkins Weaver, and",1,12657.179984471131
"Grant, Barnes Cameron and",1,38649.219100101276
"and Fisher Doyle Kennedy,",1,45780.66351855516
Allen PLC,5,130255.8635036145
Fernandez-Hunt,1,53.25697799131194
Carney-Johnson,1,17515.873307349084
Group Reilly,1,14475.61099453877
Morris-Walsh,2,65761.15176330015
"Petersen Lewis, Daniels and",1,49032.958709221224
"Freeman Cohen Bell, and",1,27143.15188480693
Mccarthy-Young,1,19848.493067929336
Park-Johnson,2,49473.268499085156
and Sons Scott,3,66567.12113192858
"and Holmes, Burgess Wood",1,28584.65013519631
Porter-Adams,1,873.2620877800434
Cruz-Reed,1,44240.8636363324
Turner-Watts,1,15100.596635603215
"Scott Dean, West and",1,23520.322251433554
Rowland Sons and,1,23873.297564144992
Wells Ltd,1,34036.08452992574
Miranda-Conley,1,43352.834477994926
Spencer PLC,1,25651.462567100014
Neal-Cruz,1,29108.434504973884
Hill-Caldwell,1,17954.999612298216
"and Shields, Doyle Perkins",1,16625.764499788213
"Santos, and King King",1,2436.467874893252
"Thomas Wood, and Roberts",1,23662.862308943877
Lopez-Turner,2,37506.5791570963
Young-Gonzalez,1,17278.502962377657
"and Coleman Lee, Rivera",1,28306.413390345577
Rosales-Gonzalez,1,35082.70043456473
Boone-Garcia,1,23052.28403466666
Hernandez-Campbell,1,13943.133916137269
Hughes PLC,2,35242.46541947135
Frank-Briggs,1,44714.5881157559
Nichols Inc,1,21728.219572031805
"Mclaughlin and Rich Miller,",1,29326.430802172086
"White Lee, and Cross",1,11317.147613912864
"Wright and White Drake,",1,43790.57933023935
"Watts Lopez and Guerra,",1,11397.898935840516
and Sons Lowery,1,31163.933641058866
"and Reilly, Palmer Price",1,11588.25449742717
Wiley-Patterson,1,51066.98403997139
"Cruz and Quinn Nguyen,",1,9398.926383310396
Barnett-Gonzalez,1,8960.204646867007
"Pitts Hood and Sharp,",1,42896.03608481779
Martinez-Gallagher,1,25261.32408022036
and Hernandez Sons,1,29983.524710041136
Wilkins-Gray,1,21481.220105078635
"Powers, and Michael Williams",1,13989.043126173532
"Gutierrez Hall, Cruz and",1,31612.601103815367
Gomez Ltd,1,28786.017912759806
"and Mack, Avery Livingston",1,48607.407378780175
Richardson-Solis,1,14354.724786577715
Camacho-Nelson,1,13093.17240715904
Wilson-Williams,1,47888.99870449271
"and Park Nelson Decker,",1,25157.705652303077
"and Ramos Beck Solomon,",1,15077.490425855693
"Webb, Smith and Combs",1,48031.55714506844
May-Estrada,1,40853.659929088644
"and Campbell, Beard Andrews",1,43300.34035849152
Greer-Young,1,5991.060031006465
Sons Huang and,1,16349.11826637775
"and Flores Ward, Smith",1,15781.637466239541
Atkinson-Howard,1,34138.90008653542
"Jones, and Mahoney Garner",1,40994.062815984544
Crawford Group,2,31247.974479268258
"Griffin Williams Mckay, and",1,14690.495915884438
"Howe Alvarado, George and",1,9330.096730216012
"Trevino Robles Lane, and",1,33853.13203885663
Silva-Patel,1,4656.875108158224
"and Wright, Jenkins Norton",1,45452.41936650193
Clark-Garcia,1,28468.18316632804
"Ward and Mercer Rivera,",1,3802.4733458953056
Craig-Smith,1,35507.233681784506
Cole-Ortiz,1,41252.83039313197
George-Brown,1,32248.76580855134
Jones-Taylor,1,32404.731664624716
Donaldson-Collins,1,17701.872818842923
Mcknight-Campos,1,35525.918806750546
"Yu, Frazier Smith and",1,43612.953027618445
Andrade-Shields,1,29589.632423299077
Torres-Allen,1,17765.958302664483
"and Walter, Cruz Miller",1,26010.496399091266
Gilbert-Martinez,1,25959.38252201828
"Gregory Smith and Bush,",1,18451.94820777869
Washington LLC,1,44479.38697450411
Jones-Carter,1,4902.664839898064
"Griffin Carr, and Farmer",1,12792.577171713527
"Chandler and Smith, Cohen",1,21398.4221218545
"and Fernandez Mack Bradford,",1,46898.79344439698
"and Herman Williams Parker,",1,37751.08899345483
Smith-Curry,1,18888.806147224408
Sons and Gardner,1,20367.227049771656
Bauer-Sutton,1,6156.342733400721
Henderson-Johnson,1,12400.205098810646
"Smith Brown Wallace, and",1,6191.39265563093
"Paul Richardson Haynes, and",1,21438.27898593383
Harris-Ingram,1,30468.263381854787
Castaneda-Powell,1,1821.3479464287602
Gallagher-Hernandez,1,37197.85564731329
Ltd Tran,3,104489.61023420669
Hunter Inc,1,1910.7785497128334
Gonzalez-Keith,1,45777.43650158128
PLC Clarke,1,27601.54940154402
PLC Hill,6,104054.88655108985
Saunders-Thomas,1,36755.293327798056
"Patterson Jones and Hernandez,",1,34011.5442942475
Ltd Jackson,7,193896.71685732444
"Patrick Huffman, and Lowery",1,2190.563605964572
"Rodriguez, Campbell and Moore",1,7340.624805026463
Ltd Wilkins,1,49980.47667128728
Sons Wright and,2,46202.54434607036
"Gonzalez and Meyers, Johnson",1,40356.94712935215
"Sanford and Jones, Martinez",1,18704.225324220446
Rodriguez-Miller,2,68420.30624962419
Gilmore-Washington,1,30359.815406167923
"Miles Williams Kaufman, and",1,21834.314835221136
Miller-Sullivan,1,17845.845649956824
"and Leon Cooper, Smith",1,44864.13366217436
Thomas LLC,8,246241.96148766147
"Maldonado and Obrien Miller,",1,15633.180260936557
Sons and Vang,1,5863.546400118936
LLC Hammond,1,35479.268300475196
Odonnell-Lambert,1,31333.66098044521
"Rangel Duffy, Lewis and",1,24910.43900342814
Johnson-Hughes,1,14073.883802656277
"Adkins Hale Mueller, and",1,31562.07963957429
Bernard-Jones,1,29950.33548518954
"and Velasquez, Oneal Kennedy",1,43605.35173923654
"Humphrey Wise, and Bender",1,34578.826056908714
"Brown Harris Underwood, and",1,2690.8151383156764
Stewart-Perez,1,13627.551735351666
Ltd Gates,1,30280.076916559865
"Patterson, Walker Turner and",1,23843.804386450316
Orozco-Tucker,1,1683.9752742151177
Garcia-Kelley,1,32421.976067118958
Powell-Garcia,1,30681.518938306966
Le-Clark,1,9959.837504706946
LLC Banks,1,11572.723547779284
"Murray, and Peck Ray",1,13166.772390635571
Weaver-Stephens,1,47608.002277944994
Inc Medina,2,59817.68520037945
"Flores and Owens, Harrison",1,43096.73595996469
Stevens-Taylor,1,13369.424549403437
Curtis-Hernandez,1,12448.51871629842
"Martinez, Gonzalez and Wilson",1,43785.26083203654
"Rhodes and Jacobs Wilson,",1,32746.520226393477
"and Bailey Thompson, Jacobs",1,33263.058675345965
"and Perez Moore Hunt,",1,44003.92348884372
Ibarra and Sons,1,22298.384112679465
"and Turner, Collins Holder",1,8229.37074454428
Hendrix-Black,1,17110.84442254941
Kidd PLC,1,6810.433893532631
Santana Ltd,1,13875.435072012617
Vazquez-Cortez,1,47447.000335871926
Ortega-Contreras,1,29640.186452426402
Simmons Inc,3,29856.786687166496
Johnson-Peterson,1,21545.233446229777
Ellis-Mitchell,1,29545.359608296145
"Fischer Carter Kennedy, and",1,10517.133456351841
"Obrien, Chase Collins and",1,28565.634742486185
"Green, and Howe Medina",1,2441.010608419744
Hamilton-Trevino,1,19918.99428026668
Castaneda-Tucker,1,45156.19035728514
"and Mullen Jackson Sanders,",1,37950.86589625794
"Warren and Sawyer Chan,",1,41609.119962011675
"and Stevenson Thomas Bennett,",1,40298.602125120946
"Chambers and Oconnell Young,",1,31426.308492110627
Reyes PLC,1,4496.7394391291855
and Sons Day,1,50200.02758818812
"Page Smith, Armstrong and",1,34754.160985081784
Mendez-Wilson,1,4338.972511368805
"Finley Burgess, Patterson and",1,33839.491030592006
Anderson-Lucas,1,27309.26428638492
Brady LLC,1,9665.243441233522
Walker-Morgan,1,2960.477735854248
"Ellis Hudson, Strickland and",1,11412.597224265852
Shepard-Bender,1,3202.9353426874927
"Huff Lee Peterson, and",1,14340.753407681012
"Holt and Schaefer Khan,",1,40225.43040006328
"Hudson and Hale, Kelly",1,24652.499401994137
White-Price,1,17717.10906045526
Dunn-Knox,1,24045.74728573157
Berg PLC,1,43318.21691210133
Wheeler-Martin,1,20811.07283809092
"and King, Burnett Ward",1,11403.30551279063
Hester Group,1,17271.216875143964
"Green Spencer, Garcia and",1,44089.16840899901
"Coleman, Sparks and Delacruz",1,29637.750825330502
Long-Hicks,1,4109.557963551327
Sanders-Cisneros,1,46426.075446974915
"and Walters, Thomas White",1,42323.581739799614
"Miller, and Anthony Smith",1,18573.114252703974
"Roman, and Lynn Miller",1,10160.206256642505
Orr-Carr,1,19964.020428478416
"and Roberts Jackson, Adkins",1,44211.049675062975
Henry-Odom,1,48361.68020913631
Rowe-Diaz,1,22638.468892492023
"and Adams Orr Jones,",1,41703.87104563995
"Guzman Cherry, Miller and",1,20708.75125015991
Richardson-Collins,1,30369.846351261378
"Jackson, Morrow and Lewis",1,14948.890571815358
Sharp-Whitehead,1,46147.665000455825
"Owens, Morris Smith and",1,18887.160074757005
Horton Sons and,1,49235.95863494185
Group Combs,1,22232.57466765079
Williams-Bruce,1,20132.128851115343
and Sons Carroll,1,19305.052327565634
"Valdez, Andrade Tucker and",1,30240.38372811838
"Johnson Morton Bright, and",1,15962.648491953249
Martin-Bowman,1,48386.06209231434
Potter Group,1,27701.065711438347
"Kirby and Dawson Edwards,",1,26470.702710538273
Banks-Montgomery,1,4323.534791305883
Turner-Moody,1,16209.880241118064
Booker-Ayala,1,8676.764245670618
"and Sanchez Perez Petersen,",1,28878.94541718188
"Hernandez, Ritter and Huffman",1,25425.72786260709
Group Nguyen,3,93002.01099575096
Group Brown,9,158241.3814071632
"and Keller, Ortega Miller",1,4243.202643830592
Miranda-Collins,1,43465.952783580404
Arias-Galvan,1,22030.693351067897
Boyd-Fisher,2,57347.962161724325
"Walker, Wallace and Ware",1,39445.07025793607
"Gregory, Rosario and Bruce",1,7330.475550892902
